"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,46,3,0.50000000,3,3, 3.00000000,24.00000000,22.00000000,53.00000000, 0.24242424, 0.22222222, 0.53535354, 1.00000000
"2","Petal.Length",46,46,22,1,0.45652174,3,3, 1.00000000,24.00000000,21.00000000, 1.00000000, 0.52173913, 0.45652174, 0.02173913, 0.46464646
"4","<leaf>",24,24, 0,1,0.00000000,0,0, 1.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.24242424
"5","Sepal.Length",22,22, 1,2,0.02173913,3,0, 2.00000000, 0.00000000,21.00000000, 1.00000000, 0.00000000, 0.95454545, 0.04545455, 0.22222222
"10","<leaf>",21,21, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,21.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.21212121
"11","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"3","Petal.Width",53,53, 1,3,0.01086957,3,0, 3.00000000, 0.00000000, 1.00000000,52.00000000, 0.00000000, 0.01886792, 0.98113208, 0.53535354
"6","Petal.Length", 3, 3, 1,3,0.01086957,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03030303
"12","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"13","<leaf>", 2, 2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"7","<leaf>",50,50, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,50.00000000, 0.00000000, 0.00000000, 1.00000000, 0.50505051
