"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Width",100,100,48,3,0.45833333,3,3, 3.0000000,23.0000000,25.0000000,52.0000000, 0.2300000, 0.2500000, 0.5200000, 1.0000000
"2","Petal.Length", 50, 50,26,2,0.45833333,3,3, 2.0000000,23.0000000,24.0000000, 3.0000000, 0.4600000, 0.4800000, 0.0600000, 0.5000000
"4","<leaf>", 23, 23, 0,1,0.00000000,0,0, 1.0000000,23.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 0.2300000
"5","Petal.Length", 27, 27, 3,2,0.04166667,3,0, 2.0000000, 0.0000000,24.0000000, 3.0000000, 0.0000000, 0.8888889, 0.1111111, 0.2700000
"10","<leaf>", 23, 23, 0,2,0.00000000,0,0, 2.0000000, 0.0000000,23.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.2300000
"11","Petal.Width",  4,  4, 1,3,0.02083333,3,0, 3.0000000, 0.0000000, 1.0000000, 3.0000000, 0.0000000, 0.2500000, 0.7500000, 0.0400000
"22","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0100000
"23","<leaf>",  3,  3, 0,3,0.00000000,0,0, 3.0000000, 0.0000000, 0.0000000, 3.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0300000
"3","Petal.Length", 50, 50, 1,3,0.01041667,3,1, 3.0000000, 0.0000000, 1.0000000,49.0000000, 0.0000000, 0.0200000, 0.9800000, 0.5000000
"6","Sepal.Width",  4,  4, 1,3,0.01041667,3,0, 3.0000000, 0.0000000, 1.0000000, 3.0000000, 0.0000000, 0.2500000, 0.7500000, 0.0400000
"12","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0000000, 0.0100000
"13","<leaf>",  3,  3, 0,3,0.00000000,0,0, 3.0000000, 0.0000000, 0.0000000, 3.0000000, 0.0000000, 0.0000000, 1.0000000, 0.0300000
"7","<leaf>", 46, 46, 0,3,0.00000000,0,0, 3.0000000, 0.0000000, 0.0000000,46.0000000, 0.0000000, 0.0000000, 1.0000000, 0.4600000
