"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,50,2,0.50,3,3, 2.00000000,25.00000000,49.00000000,25.00000000, 0.25252525, 0.49494949, 0.25252525, 1.00000000
"2","<leaf>",25,25, 0,1,0.00,0,0, 1.00000000,25.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.25252525
"3","Petal.Width",74,74,25,2,0.46,3,3, 2.00000000, 0.00000000,49.00000000,25.00000000, 0.00000000, 0.66216216, 0.33783784, 0.74747475
"6","Petal.Length",49,49, 1,2,0.02,3,0, 2.00000000, 0.00000000,48.00000000, 1.00000000, 0.00000000, 0.97959184, 0.02040816, 0.49494949
"12","<leaf>",48,48, 0,2,0.00,0,0, 2.00000000, 0.00000000,48.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.48484848
"13","<leaf>", 1, 1, 0,3,0.00,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","Petal.Length",25,25, 1,3,0.01,3,0, 3.00000000, 0.00000000, 1.00000000,24.00000000, 0.00000000, 0.04000000, 0.96000000, 0.25252525
"14","Sepal.Length", 2, 2, 1,2,0.01,1,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"28","<leaf>", 1, 1, 0,2,0.00,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"29","<leaf>", 1, 1, 0,3,0.00,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"15","<leaf>",23,23, 0,3,0.00,0,0, 3.00000000, 0.00000000, 0.00000000,23.00000000, 0.00000000, 0.00000000, 1.00000000, 0.23232323
