"","count","ncat","improve","index","adj"
"Petal.Length",99,-1,38.287556415216,2.7,0
"Petal.Width",99,-1,38.287556415216,0.8,0
"Sepal.Length",99,-1,31.9733174626792,5.45,0
"Sepal.Width",99,1,22.4014144769959,3.35,0
"Petal.Width",0,-1,1,0.8,1
"Sepal.Length",0,-1,0.95959595959596,5.45,0.914893617021276
"Sepal.Width",0,1,0.868686868686869,3.05,0.723404255319149
"Petal.Length",47,-1,17.3488072211476,5.05,0
"Petal.Width",47,-1,17.2958991077557,1.75,0
"Sepal.Length",47,-1,4.27496535420233,6.35,0
"Sepal.Width",47,-1,1.81749408983451,3.35,0
"Petal.Width",0,-1,0.936170212765957,1.85,0.785714285714286
"Sepal.Length",0,-1,0.787234042553192,6.35,0.285714285714286
"Sepal.Width",0,-1,0.74468085106383,3.25,0.142857142857143
"Petal.Width",33,-1,2.42424242424242,1.75,0
"Petal.Length",33,-1,0.900432900432899,4.75,0
"Sepal.Length",33,-1,0.2020202020202,5.95,0
"Sepal.Width",33,-1,0.157575757575756,2.75,0
"Sepal.Length",3,-1,1.33333333333333,5.95,0
"Sepal.Width",3,1,1.33333333333333,3.1,0
