"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,49,1,0.63265306,3,3, 1.00000000,51.00000000,18.00000000,31.00000000, 0.51000000, 0.18000000, 0.31000000, 1.00000000
"2","<leaf>", 51, 51, 0,1,0.00000000,0,0, 1.00000000,51.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.51000000
"3","Petal.Length", 49, 49,18,3,0.28571429,3,3, 3.00000000, 0.00000000,18.00000000,31.00000000, 0.00000000, 0.36734694, 0.63265306, 0.49000000
"6","Petal.Width", 18, 18, 2,2,0.02040816,3,1, 2.00000000, 0.00000000,16.00000000, 2.00000000, 0.00000000, 0.88888889, 0.11111111, 0.18000000
"12","<leaf>", 15, 15, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,15.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.15000000
"13","Sepal.Width",  3,  3, 1,3,0.02040816,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"26","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"27","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","Petal.Width", 31, 31, 2,3,0.01360544,3,0, 3.00000000, 0.00000000, 2.00000000,29.00000000, 0.00000000, 0.06451613, 0.93548387, 0.31000000
"14","Petal.Width",  6,  6, 2,3,0.01360544,3,2, 3.00000000, 0.00000000, 2.00000000, 4.00000000, 0.00000000, 0.33333333, 0.66666667, 0.06000000
"28","Sepal.Length",  3,  3, 1,2,0.01360544,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03000000
"56","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"57","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"29","<leaf>",  3,  3, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.03000000
"15","<leaf>", 25, 25, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,25.00000000, 0.00000000, 0.00000000, 1.00000000, 0.25000000
