"","count","ncat","improve","index","adj"
"Petal.Width",100,-1,36.1271428571429,1.75,0
"Petal.Length",100,-1,34.4677611940298,2.45,0
"Sepal.Length",100,-1,27.2357872157872,5.55,0
"Sepal.Width",100,1,16.0991208791209,3.05,0
"Petal.Length",0,-1,0.96,4.75,0.909090909090909
"Sepal.Length",0,-1,0.91,6.15,0.795454545454546
"Sepal.Width",0,1,0.78,2.55,0.5
"Petal.Length",56,-1,25.9798136645963,2.45,0
"Petal.Width",56,-1,25.9798136645963,0.8,0
"Sepal.Length",56,-1,14.0158517952636,5.45,0
"Sepal.Width",56,1,13.3539043970078,3.05,0
"Petal.Width",0,-1,1,0.8,1
"Sepal.Length",0,-1,0.875,5.45,0.695652173913043
"Sepal.Width",0,1,0.857142857142857,2.95,0.652173913043478
"Sepal.Width",23,1,0.913043478260869,2.25,0
"Petal.Length",23,-1,0.579710144927535,4.9,0
"Petal.Width",23,-1,0.163043478260869,1.45,0
"Sepal.Length",23,-1,0.113043478260869,5.95,0
"Petal.Length",2,-1,1,4.5,0
"Petal.Width",2,-1,1,1.25,0
