"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,48,1,0.56250000,3,3, 1.00000000,52.00000000,27.00000000,21.00000000, 0.52000000, 0.27000000, 0.21000000, 1.00000000
"2","<leaf>", 52, 52, 0,1,0.00000000,0,0, 1.00000000,52.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.52000000
"3","Petal.Length", 48, 48,21,2,0.35416667,3,3, 2.00000000, 0.00000000,27.00000000,21.00000000, 0.00000000, 0.56250000, 0.43750000, 0.48000000
"6","<leaf>", 23, 23, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,23.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.23000000
"7","Petal.Width", 25, 25, 4,3,0.02083333,3,0, 3.00000000, 0.00000000, 4.00000000,21.00000000, 0.00000000, 0.16000000, 0.84000000, 0.25000000
"14","Petal.Length",  6,  6, 3,2,0.02083333,3,2, 2.00000000, 0.00000000, 3.00000000, 3.00000000, 0.00000000, 0.50000000, 0.50000000, 0.06000000
"28","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"29","Sepal.Length",  4,  4, 1,3,0.02083333,3,0, 3.00000000, 0.00000000, 1.00000000, 3.00000000, 0.00000000, 0.25000000, 0.75000000, 0.04000000
"58","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"59","<leaf>",  3,  3, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.03000000
"15","Petal.Length", 19, 19, 1,3,0.01041667,3,0, 3.00000000, 0.00000000, 1.00000000,18.00000000, 0.00000000, 0.05263158, 0.94736842, 0.19000000
"30","Sepal.Length",  3,  3, 1,3,0.01041667,1,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"60","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"61","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"31","<leaf>", 16, 16, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,16.00000000, 0.00000000, 0.00000000, 1.00000000, 0.16000000
