"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,46,1,0.50000000,3,3, 1.00000000,54.00000000,23.00000000,23.00000000, 0.54000000, 0.23000000, 0.23000000, 1.00000000
"2","<leaf>", 54, 54, 0,1,0.00000000,0,0, 1.00000000,54.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.54000000
"3","Petal.Width", 46, 46,23,2,0.45652174,3,3, 2.00000000, 0.00000000,23.00000000,23.00000000, 0.00000000, 0.50000000, 0.50000000, 0.46000000
"6","Sepal.Length", 25, 25, 2,2,0.02173913,3,0, 2.00000000, 0.00000000,23.00000000, 2.00000000, 0.00000000, 0.92000000, 0.08000000, 0.25000000
"12","Sepal.Width", 24, 24, 1,2,0.01086957,3,0, 2.00000000, 0.00000000,23.00000000, 1.00000000, 0.00000000, 0.95833333, 0.04166667, 0.24000000
"24","<leaf>", 22, 22, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,22.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.22000000
"25","Sepal.Length",  2,  2, 1,2,0.01086957,1,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02000000
"50","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"51","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"13","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"7","<leaf>", 21, 21, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,21.00000000, 0.00000000, 0.00000000, 1.00000000, 0.21000000
