"","count","ncat","improve","index","adj"
"Petal.Length",99,-1,33.2655971479501,2.75,0
"Petal.Width",99,-1,33.2655971479501,0.75,0
"Sepal.Length",99,-1,30.230303030303,5.45,0
"Sepal.Width",99,1,18.8611853832442,2.95,0
"Petal.Width",0,-1,1,0.75,1
"Sepal.Length",0,-1,0.97979797979798,5.45,0.935483870967742
"Sepal.Width",0,1,0.858585858585859,3.35,0.548387096774194
"Petal.Width",68,-1,27.8072590738423,1.75,0
"Petal.Length",68,-1,26.0980392156863,4.75,0
"Sepal.Length",68,-1,11.5549156725627,6.45,0
"Sepal.Width",68,-1,7.88613445378152,2.4,0
"Petal.Length",0,-1,0.970588235294118,5.05,0.904761904761905
"Sepal.Length",0,-1,0.852941176470588,6.35,0.523809523809524
"Sepal.Width",0,-1,0.794117647058823,2.95,0.333333333333333
"Sepal.Width",47,1,0.957446808510639,2.25,0
"Petal.Length",47,-1,0.957446808510639,4.95,0
"Petal.Width",47,-1,0.207446808510639,1.45,0
"Sepal.Length",47,1,0.111292962356794,6.05,0
"Petal.Length",2,-1,1,4.5,0
"Petal.Width",2,-1,1,1.25,0
