"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,55,2,0.509090909,3,3, 2.00000000,28.00000000,44.00000000,27.00000000, 0.28282828, 0.44444444, 0.27272727, 1.00000000
"2","<leaf>",28,28, 0,1,0.000000000,0,0, 1.00000000,28.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.28282828
"3","Petal.Length",71,71,27,2,0.454545455,3,3, 2.00000000, 0.00000000,44.00000000,27.00000000, 0.00000000, 0.61971831, 0.38028169, 0.71717172
"6","Sepal.Length",44,44, 1,2,0.018181818,3,0, 2.00000000, 0.00000000,43.00000000, 1.00000000, 0.00000000, 0.97727273, 0.02272727, 0.44444444
"12","<leaf>",43,43, 0,2,0.000000000,0,0, 2.00000000, 0.00000000,43.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.43434343
"13","<leaf>", 1, 1, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","Petal.Width",27,27, 1,3,0.009090909,3,0, 3.00000000, 0.00000000, 1.00000000,26.00000000, 0.00000000, 0.03703704, 0.96296296, 0.27272727
"14","Petal.Length", 3, 3, 1,3,0.009090909,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03030303
"28","<leaf>", 1, 1, 0,2,0.000000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"29","<leaf>", 2, 2, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02020202
"15","<leaf>",24,24, 0,3,0.000000000,0,0, 3.00000000, 0.00000000, 0.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.24242424
