"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,54,3,0.48148148,3,3, 3.00000000,26.00000000,28.00000000,46.00000000, 0.26000000, 0.28000000, 0.46000000, 1.00000000
"2","Petal.Length", 51, 51,25,1,0.46296296,3,3, 1.00000000,26.00000000,25.00000000, 0.00000000, 0.50980392, 0.49019608, 0.00000000, 0.51000000
"4","<leaf>", 26, 26, 0,1,0.00000000,0,0, 1.00000000,26.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.26000000
"5","<leaf>", 25, 25, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,25.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.25000000
"3","Petal.Width", 49, 49, 3,3,0.01851852,3,0, 3.00000000, 0.00000000, 3.00000000,46.00000000, 0.00000000, 0.06122449, 0.93877551, 0.49000000
"6","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"7","Petal.Length", 48, 48, 2,3,0.01851852,3,2, 3.00000000, 0.00000000, 2.00000000,46.00000000, 0.00000000, 0.04166667, 0.95833333, 0.48000000
"14","Petal.Width", 11, 11, 2,3,0.01851852,3,0, 3.00000000, 0.00000000, 2.00000000, 9.00000000, 0.00000000, 0.18181818, 0.81818182, 0.11000000
"28","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"29","<leaf>",  9,  9, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 9.00000000, 0.00000000, 0.00000000, 1.00000000, 0.09000000
"15","<leaf>", 37, 37, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,37.00000000, 0.00000000, 0.00000000, 1.00000000, 0.37000000
