"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,56,3,0.48214286,3,3, 3.00000000,28.00000000,28.00000000,44.00000000, 0.28000000, 0.28000000, 0.44000000, 1.00000000
"2","Petal.Length", 55, 55,27,1,0.46428571,3,3, 1.00000000,28.00000000,26.00000000, 1.00000000, 0.50909091, 0.47272727, 0.01818182, 0.55000000
"4","<leaf>", 28, 28, 0,1,0.00000000,0,0, 1.00000000,28.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.28000000
"5","Petal.Width", 27, 27, 1,2,0.01785714,3,0, 2.00000000, 0.00000000,26.00000000, 1.00000000, 0.00000000, 0.96296296, 0.03703704, 0.27000000
"10","<leaf>", 26, 26, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,26.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.26000000
"11","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"3","Sepal.Width", 45, 45, 2,3,0.01190476,3,3, 3.00000000, 0.00000000, 2.00000000,43.00000000, 0.00000000, 0.04444444, 0.95555556, 0.45000000
"6","Petal.Length",  5,  5, 2,3,0.01190476,3,1, 3.00000000, 0.00000000, 2.00000000, 3.00000000, 0.00000000, 0.40000000, 0.60000000, 0.05000000
"12","Sepal.Width",  3,  3, 1,2,0.01190476,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03000000
"24","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"25","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"13","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"7","<leaf>", 40, 40, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,40.00000000, 0.00000000, 0.00000000, 1.00000000, 0.40000000
