"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",99,99,46,2,0.52173913,3,3, 2.00000000,24.00000000,53.00000000,22.00000000, 0.24242424, 0.53535354, 0.22222222, 1.00000000
"2","<leaf>",24,24, 0,1,0.00000000,0,0, 1.00000000,24.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.24242424
"3","Petal.Width",75,75,22,2,0.41304348,3,3, 2.00000000, 0.00000000,53.00000000,22.00000000, 0.00000000, 0.70666667, 0.29333333, 0.75757576
"6","Petal.Length",52,52, 1,2,0.02173913,3,0, 2.00000000, 0.00000000,51.00000000, 1.00000000, 0.00000000, 0.98076923, 0.01923077, 0.52525253
"12","<leaf>",51,51, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,51.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.51515152
"13","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"7","Petal.Length",23,23, 2,3,0.01086957,3,3, 3.00000000, 0.00000000, 2.00000000,21.00000000, 0.00000000, 0.08695652, 0.91304348, 0.23232323
"14","Sepal.Width", 7, 7, 2,3,0.01086957,3,2, 3.00000000, 0.00000000, 2.00000000, 5.00000000, 0.00000000, 0.28571429, 0.71428571, 0.07070707
"28","Sepal.Length", 3, 3, 1,2,0.01086957,3,0, 2.00000000, 0.00000000, 2.00000000, 1.00000000, 0.00000000, 0.66666667, 0.33333333, 0.03030303
"56","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"57","Sepal.Length", 2, 2, 1,2,0.01086957,2,0, 2.00000000, 0.00000000, 1.00000000, 1.00000000, 0.00000000, 0.50000000, 0.50000000, 0.02020202
"114","<leaf>", 1, 1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01010101
"115","<leaf>", 1, 1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01010101
"29","<leaf>", 4, 4, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 4.00000000, 0.00000000, 0.00000000, 1.00000000, 0.04040404
"15","<leaf>",16,16, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,16.00000000, 0.00000000, 0.00000000, 1.00000000, 0.16161616
