"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate"
"1","petal_length",100,100,50.75,1.55,0.802056093995603,3,3
"2","petal_length",29,29,7.17241379310345,0.551724137931034,0.141328350603024,3,3
"4","<leaf>",13,13,0,0,0,0,0
"5","<leaf>",16,16,0,1,0,0,0
"3","petal_length",71,71,2.87323943661971,1.95774647887324,0.017500784428651,3,0
"6","sepal_length",4,4,1,1.5,0.00985221674876847,2,0
"12","<leaf>",1,1,0,1,0,0,0
"13","sepal_length",3,3,0.666666666666667,1.66666666666667,0.00985221674876847,3,0
"26","<leaf>",1,1,0,1,0,0,0
"27","<leaf>",2,2,0,2,0,0,0
"7","petal_width",67,67,0.985074626865668,1.98507462686567,0.00970516873759278,3,0
"14","sepal_length",2,2,0.5,1.5,0.00970516873759278,2,0
"28","<leaf>",1,1,0,1,0,0,0
"29","<leaf>",1,1,0,2,0,0,0
"15","<leaf>",65,65,0,2,0,0,0
