"","count","ncat","improve","index","adj"
"petal_length",100,-1,0.880726484142045,-0.686596117116327,0
"petal_width",100,-1,0.880726484142045,-0.657283373556236,0
"sepal_length",100,-1,0.810488164029297,-0.355425753301379,0
"sepal_width",100,1,0.478406437016494,0.44351243632499,0
"petal_width",0,-1,1,-0.657283373556236,1
"sepal_length",0,-1,0.97,-0.47659362374503,0.914285714285714
"sepal_width",0,1,0.89,0.44351243632499,0.685714285714286
"petal_length",35,-1,0.673659673659673,0.620664701896545,0
"petal_width",35,-1,0.673659673659673,0.724854561491922,0
"sepal_length",35,-1,0.256993006993007,0.613917210247832,0
"sepal_width",35,-1,0.131118881118881,-1.39806169374418,0
"petal_width",0,-1,0.885714285714286,0.593222377201622,0.714285714285714
"sepal_length",0,-1,0.8,0.49274933980418,0.5
"sepal_width",0,-1,0.685714285714286,-1.39806169374418,0.214285714285714
"petal_width",14,-1,0.61111111111111,0.593222377201622,0
"sepal_length",14,1,0.461538461538462,-1.08243297596329,0
"petal_length",14,-1,0.222222222222222,0.393314994242132,0
"sepal_width",14,-1,0.0666666666666666,-1.39806169374418,0
"petal_length",0,-1,0.928571428571429,0.563827274982942,0.666666666666667
"sepal_width",3,1,1,-0.131979479321626,0
"sepal_length",3,-1,0.25,0.250413598916878,0
"petal_length",3,1,0.25,0.506989848069338,0
"petal_width",3,1,0.25,0.724854561491922,0
"petal_width",21,-1,0.475,0.724854561491922,0
"petal_length",21,-1,0.2125,0.734339555723751,0
"sepal_width",21,1,0.0454545454545455,-0.247077862450949,0
"sepal_length",21,-1,0.0454545454545453,1.09858869202244,0
"sepal_length",2,1,1,0.613917210247832,0
"sepal_width",2,1,1,-1.05276654435621,0
"petal_width",2,1,1,0.527406285056471,0
