"","count","ncat","improve","index","adj"
"petal_length",100,-1,0.836266666666668,0.563827274982942,0
"petal_width",100,-1,0.822857142857145,0.724854561491922,0
"sepal_length",100,-1,0.729547920433998,-0.0525060771922501,0
"sepal_width",100,1,0.269473684210528,0.903905968842283,0
"petal_width",0,-1,0.98,0.32995800862102,0.92
"sepal_length",0,-1,0.95,0.371581469360529,0.8
"sepal_width",0,-1,0.8,-0.247077862450949,0.2
"petal_length",25,-1,1,-0.828689684400335,0
"petal_width",25,-1,1,-0.525651189265936,0
"sepal_width",25,1,0.851190476190475,-0.247077862450949,0
"sepal_length",25,-1,0.471153846153846,-0.47659362374503,0
"petal_width",0,-1,1,-0.525651189265936,1
"sepal_width",0,1,0.96,-0.247077862450949,0.916666666666667
"sepal_length",0,-1,0.84,-0.47659362374503,0.666666666666667
"petal_width",75,-1,0.657534246575343,0.724854561491922,0
"petal_length",75,-1,0.383561643835617,0.734339555723751,0
"sepal_length",75,-1,0.0704500978473582,1.40150836813156,0
"sepal_width",75,1,0.0204034807437368,-0.0168810961923025,0
"petal_length",0,-1,0.973333333333333,0.734339555723751,0.333333333333335
"sepal_length",3,1,1,0.613917210247832,0
"sepal_width",3,1,1,-1.05276654435621,0
"petal_width",3,1,0.25,0.527406285056471,0
"petal_length",3,-1,0.25,0.677502128810148,0
