"","count","ncat","improve","index","adj"
"petal_length",100,-1,0.588980787828924,-0.54450254983232,0
"petal_width",100,-1,0.588980787828924,-0.591467281411086,0
"sepal_length",100,-1,0.537636025041669,-0.355425753301379,0
"sepal_width",100,1,0.256963682002254,0.673709202583636,0
"petal_width",0,-1,1,-0.591467281411086,1
"sepal_length",0,-1,0.98,-0.47659362374503,0.875
"sepal_width",0,1,0.93,0.673709202583636,0.5625
"petal_length",84,-1,0.930348258706469,0.563827274982942,0
"petal_width",84,-1,0.92733564013841,0.659038469346772,0
"sepal_length",84,-1,0.479378841088675,0.49274933980418,0
"sepal_width",84,1,0.113070704937329,-0.247077862450949,0
"petal_width",0,-1,0.976190476190476,0.659038469346772,0.888888888888889
"sepal_length",0,-1,0.904761904761905,0.49274933980418,0.555555555555556
"sepal_width",0,-1,0.80952380952381,0.213315670066344,0.111111111111111
"petal_width",18,-1,0.470588235294118,0.593222377201622,0
"petal_length",18,-1,0.294117647058823,0.677502128810148,0
"sepal_length",18,1,0.205882352941177,1.15917262724426,0
"sepal_width",18,1,0.152941176470588,-0.0168810961923025,0
"sepal_length",2,1,1,0.91683688635696,0
"sepal_width",2,1,1,-0.247077862450949,0
"petal_length",2,-1,1,0.705920842266949,0
