"","age","fnlwgt","education-num","capital-gain","capital-loss","hours-per-week","workclass","education","marital-status","occupation","relationship","race","sex","native-country","target"
"1",0.0821901205662372,-1.06216237396106,1.11998896870918,0.660443267612743,-0.23736669945721,-0.0598157168523603," State-gov"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male"," United-States"," <=50K"
"2",0.314803669338606,-0.303107719182785,1.11998896870918,1.89557529348158,-0.23736669945721,-0.0598157168523603," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
"3",-0.46057482656929,0.530311742375482,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Federal-gov"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male"," United-States"," <=50K"
"4",0.0821901205662372,1.27674837462549,1.11998896870918,5.94388086162559,-0.23736669945721,0.78743239720373," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
"5",-1.39102902165877,-0.406451361842661,-0.0791426894376938,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male"," United-States"," <=50K"
"6",0.935106466064923,-0.221924362783995,2.31912062685605,-0.233423917553323,4.16577237994683,2.05830456828787," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male"," United-States"," >50K"
"7",0.00465227097544755,1.40331770192439,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," State-gov"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female"," United-States"," >50K"
"8",-1.1584154728864,-0.712637591327996,1.11998896870918,-0.233423917553323,-0.23736669945721,1.63468051125982," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female"," United-States"," <=50K"
"9",-0.53811267616008,-0.274175204971508,-0.478853242153318,-0.233423917553323,-0.23736669945721,-2.09321119058698," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male"," United-States"," <=50K"
"10",1.55540926279124,1.51842704841018,1.11998896870918,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male"," United-States"," <=50K"
"11",2.17571205951756,0.735590848969614,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," HS-grad"," Separated"," Machine-op-inspct"," Not-in-family"," Black"," Male"," United-States"," <=50K"
"12",0.0821901205662372,-0.105267872566769,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
"13",1.24525786442808,-0.640681511315512,-0.478853242153318,5.94388086162559,-0.23736669945721,0.956882020014949," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male"," United-States"," >50K"
"14",2.95109055542545,-0.629749597524507,1.5196995214248,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
"15",-0.925801924114028,-0.768760925010966,-0.0791426894376938,-0.233423917553323,-0.23736669945721,0.78743239720373," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male"," Germany"," <=50K"
"16",1.01264431565571,0.26283189917728,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female"," United-States"," <=50K"
"17",-0.305499127387711,-0.62385748127783,0.320567863277931,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Assoc-voc"," Never-married"," Transport-moving"," Own-child"," White"," Male"," United-States"," <=50K"
"18",0.935106466064923,5.32918102394966,-0.478853242153318,1.04241319172464,-0.23736669945721,-0.0598157168523603," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male"," United-States"," >50K"
"19",0.314803669338606,-0.682528506734128,-0.0791426894376938,-0.233423917553323,-0.23736669945721,0.279083528770076," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male"," United-States"," >50K"
"20",0.00465227097544755,-0.175639751512929,1.5196995214248,-0.233423917553323,-0.23736669945721,-1.3306878879365," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male"," United-States"," <=50K"
"21",0.780030766883344,-0.785557162047483,-2.47740600573144,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," 7th-8th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male"," United-States"," <=50K"
"22",-0.3830369769785,-1.53040959323117,0.320567863277931,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female"," United-States"," >50K"
"23",1.01264431565571,-0.0018686439045653,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.737614208097233," Private"," HS-grad"," Widowed"," Other-service"," Unmarried"," White"," Female"," United-States"," <=50K"
"24",-1.23595332247719,-0.646842293240103,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male"," United-States"," <=50K"
"25",0.469879368520185,0.056654152212193,1.11998896870918,5.94388086162559,-0.23736669945721,1.63468051125982," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
"26",0.237265819747816,0.0569691395587134,-0.0791426894376938,-0.233423917553323,-0.23736669945721,0.78743239720373," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male"," Japan"," <=50K"
"27",0.780030766883344,-0.640088593957356,1.5196995214248,-0.233423917553323,-0.23736669945721,-0.483439773880406," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male"," United-States"," >50K"
"28",0.314803669338606,0.159377084512749,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.907063830908451," Private"," HS-grad"," Separated"," Sales"," Not-in-family"," White"," Female"," United-States"," <=50K"
"29",-0.305499127387711,-1.47348952684818,-0.0791426894376938,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male"," United-States"," <=50K"
"30",-1.1584154728864,-0.584808314643014,-0.478853242153318,-0.233423917553323,-0.23736669945721,-0.0598157168523603," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female"," United-States"," <=50K"
"31",1.40033356360966,-0.213391911426779,-0.478853242153318,-0.233423917553323,-0.23736669945721,0.78743239720373," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male"," Yugoslavia"," <=50K"
"32",0.547417218110975,1.63417563392273,-0.478853242153318,-0.233423917553323,-0.23736669945721,1.21105645423178," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male"," United-States"," >50K"
