,0,1,2,3,target,new_col
0,-0.9006811702978099,1.0190043519716065,-1.3402265266227635,-1.3154442950077407,0,3D0
1,-1.1430169111851116,-0.1319794793216258,-1.3402265266227635,-1.3154442950077407,0,3O0
2,-1.3853526520724144,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0,3O0
3,-1.5065205225160663,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,0,3AK0
4,-1.0218490407414607,1.2492011182302531,-1.3402265266227635,-1.3154442950077407,0,3AK0
5,-0.5371775589668552,1.939791417006192,-1.169714245881954,-1.052179926427139,0,3AU0
6,-1.5065205225160663,0.7888075857129598,-1.3402265266227635,-1.18381211071744,0,3D0
7,-1.0218490407414607,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,0,3AK0
8,-1.748856263403368,-0.36217624558027245,-1.3402265266227635,-1.3154442950077407,0,3O0
9,-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.4470764792980415,0,3D0
10,-0.5371775589668552,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,0,3O0
11,-1.2641847816287635,0.7888075857129598,-1.2265516727955572,-1.3154442950077407,0,3O0
12,-1.2641847816287635,-0.1319794793216258,-1.3402265266227635,-1.4470764792980415,0,3D0
13,-1.87002413384702,-0.1319794793216258,-1.5107388073635728,-1.4470764792980415,0,3D0
14,-0.052506077192250644,2.169988183264839,-1.4539013804499696,-1.3154442950077407,0,3O0
15,-0.1736739476359015,3.0907752482994253,-1.2833890997091604,-1.052179926427139,0,3O0
16,-0.5371775589668552,1.939791417006192,-1.3970639535363667,-1.052179926427139,0,3D0
17,-0.9006811702978099,1.0190043519716065,-1.3402265266227635,-1.18381211071744,0,3BD0
18,-0.1736739476359015,1.7095946507475455,-1.169714245881954,-1.18381211071744,0,3O0
19,-0.9006811702978099,1.7095946507475455,-1.2833890997091604,-1.18381211071744,0,3O0
20,-0.5371775589668552,0.7888075857129598,-1.169714245881954,-1.3154442950077407,0,3D0
21,-0.9006811702978099,1.4793978844888998,-1.2833890997091604,-1.052179926427139,0,3D0
22,-1.5065205225160663,1.2492011182302531,-1.567576234277176,-1.3154442950077407,0,3O0
23,-0.9006811702978099,0.5586108194543131,-1.169714245881954,-0.9205477421368382,0,3D0
24,-1.2641847816287635,0.7888075857129598,-1.056039392054748,-1.3154442950077407,0,3D0
25,-1.0218490407414607,-0.1319794793216258,-1.2265516727955572,-1.3154442950077407,0,3O0
26,-1.0218490407414607,0.7888075857129598,-1.2265516727955572,-1.052179926427139,0,3O0
27,-0.779513299854158,1.0190043519716065,-1.2833890997091604,-1.3154442950077407,0,3O0
28,-0.779513299854158,0.7888075857129598,-1.3402265266227635,-1.3154442950077407,0,3D0
29,-1.3853526520724144,0.3284140531956675,-1.2265516727955572,-1.3154442950077407,0,3AU0
30,-1.2641847816287635,0.09821728693702086,-1.2265516727955572,-1.3154442950077407,0,3D0
31,-0.5371775589668552,0.7888075857129598,-1.2833890997091604,-1.052179926427139,0,3AU0
32,-0.779513299854158,2.400184949523484,-1.2833890997091604,-1.4470764792980415,0,3D0
